Id,SalePrice
1461,129957
1462,156122.74
1463,185768.19
1464,183593.4
1465,205861.31
1466,182649.8
1467,169603.33
1468,175261.19
1469,178994.1
1470,119478.5
1471,194532.2
1472,101313.54
1473,103424.21
1474,154905
1475,138289.7
1476,399681.26
1477,258747.89
1478,300952.16
1479,231124.45
1480,438944.47
1481,301212.08
1482,217405.24
1483,179401.93
1484,175821.07
1485,170723.34
1486,206459.25
1487,321099.6
1488,237994.06
1489,206999.74
1490,203682.04
1491,189465.37
1492,92904.49
1493,176565.05
1494,292906.31
1495,304980.71
1496,218114
1497,188805.55
1498,151434.84
1499,152687.6
1500,154732.47
1501,172097
1502,160598.36
1503,296847.35
1504,232928.36
1505,219725.63
1506,180457.32
1507,220993.24
1508,205609.04
1509,164720.82
1510,155163.67
1511,151906
1512,173106
1513,152225.79
1514,171042.06
1515,162581.55
1516,165619.8
1517,154219.86
1518,132713.46
1519,222747.48
1520,136844.37
1521,146557.59
1522,157617.58
1523,114173
1524,123427
1525,130959.83
1526,127625.66
1527,103347.6
1528,127460.33
1529,145533
1530,169086.9
1531,122745.53
1532,102661.5
1533,142319.02
1534,118667.62
1535,158483.57
1536,114988.58
1537,71345.41
1538,203413.86
1539,256612.31
1540,120633.87
1541,150538.07
1542,140148.25
1543,220564.21
1544,84394.5
1545,107278.48
1546,125440
1547,137980
1548,135980.3
1549,111654.4
1550,137656.24
1551,114697.39
1552,139487.91
1553,155122.69
1554,112031.9
1555,172495.65
1556,97194.21
1557,126375.84
1558,93093.3
1559,122146.55
1560,153566.03
1561,147098.07
1562,126291.33
1563,122041.33
1564,160846.62
1565,150666.02
1566,221670.69
1567,74895.44
1568,229712.2
1569,148341.47
1570,128958
1571,130020.68
1572,145633.5
1573,243137.09
1574,144317.19
1575,207020.5
1576,222622.28
1577,201180
1578,159933.78
1579,144362.5
1580,190058.5
1581,146345.9
1582,128323.87
1583,340195.46
1584,241664.63
1585,139615
1586,79392.63
1587,114268.97
1588,153210.87
1589,109423.97
1590,136510.25
1591,104977.8
1592,119291.03
1593,118612.71
1594,137229.5
1595,128015.11
1596,232932.68
1597,166941.65
1598,192175.92
1599,232439.83
1600,196574.47
1601,80193.05
1602,117246.04
1603,98265.44
1604,286310.71
1605,255208.09
1606,169624.17
1607,175499.92
1608,212882.5
1609,188725.58
1610,156467.24
1611,150665.59
1612,170352.7
1613,168563.6
1614,114201.4
1615,90256.61
1616,87642
1617,92237.82
1618,128782
1619,133592.33
1620,152699.34
1621,144169.9
1622,153352.02
1623,300223.86
1624,216200.58
1625,132326.16
1626,173915.72
1627,191588.9
1628,290124.47
1629,177522.5
1630,348332.62
1631,233367.35
1632,243622.54
1633,167091.12
1634,181979.4
1635,177374.64
1636,161889.2
1637,167779.93
1638,214176.25
1639,180386
1640,249956.61
1641,190922.4
1642,219361.19
1643,228669.9
1644,231191.01
1645,179705.74
1646,156560.37
1647,162235.9
1648,146821
1649,139535
1650,122101.71
1651,124279.71
1652,100640.04
1653,104514.87
1654,158110.89
1655,153188.3
1656,146421.48
1657,154827.68
1658,155726.14
1659,140165.7
1660,144545
1661,442711.95
1662,409283.53
1663,377212.37
1664,431709.83
1665,316843.77
1666,346804.38
1667,362706.45
1668,330930.23
1669,303545.13
1670,334255.57
1671,247114.46
1672,464459.06
1673,303818.72
1674,251056.56
1675,190543.63
1676,193902
1677,208389.74
1678,442949.35
1679,365186.54
1680,328616.76
1681,279543.28
1682,306551.53
1683,192451.35
1684,173703.64
1685,174948.25
1686,166643.66
1687,165444.84
1688,191085.97
1689,192193.11
1690,183360.84
1691,172501.59
1692,279998.29
1693,167385.4
1694,186041.5
1695,171680.25
1696,269597.94
1697,173673.4
1698,340520.95
1699,324197.22
1700,242199.66
1701,270662.49
1702,252041.6
1703,247166.09
1704,298240.81
1705,236871.23
1706,443454.59
1707,216422.6
1708,216247.78
1709,289258.71
1710,231856.74
1711,277503.49
1712,223719.33
1713,241158.7
1714,221399.78
1715,200007.5
1716,179021.81
1717,167401
1718,150285.69
1719,208524.55
1720,256796.01
1721,168893.79
1722,145446.5
1723,156031
1724,208983.06
1725,234497.4
1726,190363.53
1727,173658.94
1728,187310.84
1729,159168
1730,158892.93
1731,114680.47
1732,131394.66
1733,126277.66
1734,133210
1735,133758
1736,116685.15
1737,376352.47
1738,221462.34
1739,269982.37
1740,192104.09
1741,187627.85
1742,171759
1743,160595.33
1744,312181.21
1745,229040.61
1746,262213.14
1747,217191.78
1748,200826.7
1749,158902.5
1750,149622.05
1751,233723.4
1752,125539.59
1753,136140.19
1754,211519.89
1755,165843.9
1756,119793.23
1757,120126.66
1758,148092.82
1759,170295.85
1760,160505
1761,153327.87
1762,169503.28
1763,170423.12
1764,115184
1765,170674.65
1766,172932
1767,201432.74
1768,141949.7
1769,157614.54
1770,140954.23
1771,141272.59
1772,137837.12
1773,144341.37
1774,129803.25
1775,135039.5
1776,121098.43
1777,113615.43
1778,138892.95
1779,116542.86
1780,177663.95
1781,132505.75
1782,103917.65
1783,136506.32
1784,98924.18
1785,118090.72
1786,144135.74
1787,171236.75
1788,68831.31
1789,92445.38
1790,94887.22
1791,179485.72
1792,150369.99
1793,143713.83
1794,141931
1795,140422.5
1796,124076.86
1797,120049.01
1798,130002.05
1799,113280.98
1800,124509.5
1801,131974.63
1802,148831.6
1803,145901.64
1804,140865
1805,138028.5
1806,114998.28
1807,139849
1808,120284.8
1809,129285.71
1810,140877.82
1811,121023.48
1812,118941.23
1813,123947.5
1814,101932.45
1815,60239.51
1816,100907
1817,123660.29
1818,130770.27
1819,118312.78
1820,78054.87
1821,120512.03
1822,147326.1
1823,62139.24
1824,128499.72
1825,137886.62
1826,103905.5
1827,109901.35
1828,134035.1
1829,113768.9
1830,139917.1
1831,165093.9
1832,120224.53
1833,137992.58
1834,131587.5
1835,164819.67
1836,126233.1
1837,101980.26
1838,133696.83
1839,89154
1840,169535.74
1841,152374.51
1842,89351.15
1843,142229.83
1844,144750.74
1845,145313.9
1846,158412.9
1847,153210.88
1848,63454.2
1849,121613.35
1850,128083.3
1851,155591.77
1852,131821.25
1853,141319.28
1854,172500.34
1855,150146.63
1856,222481.77
1857,172373.02
1858,143638.69
1859,125882.77
1860,155488.49
1861,126122.66
1862,279988.77
1863,277498.97
1864,277498.97
1865,330693.88
1866,335207.05
1867,243316.07
1868,303758.21
1869,195860.49
1870,258987.73
1871,261731.51
1872,172471.35
1873,229312.51
1874,140371.5
1875,206999.55
1876,190103.82
1877,211461.2
1878,213682.4
1879,135258.5
1880,131262.82
1881,232334.6
1882,269162.24
1883,197622.6
1884,221728.31
1885,266797.76
1886,303161.56
1887,191390.74
1888,291160.18
1889,163397.87
1890,134368.5
1891,141685.33
1892,114772.92
1893,135208
1894,127671.01
1895,148818.37
1896,125048.76
1897,114600
1898,102961.7
1899,131272.4
1900,137532.92
1901,164024.72
1902,148823.68
1903,209833.84
1904,136811.34
1905,172460.36
1906,156815.3
1907,191828.34
1908,123624.5
1909,137262
1910,127965.5
1911,188784.04
1912,263876.7
1913,138987.57
1914,70861.6
1915,332730.34
1916,70725.34
1917,262788.26
1918,137253.5
1919,155124.48
1920,143865.29
1921,404263.95
1922,332956.67
1923,203944.52
1924,225663.9
1925,229942.15
1926,385115.89
1927,139193.5
1928,156148.57
1929,120673.62
1930,135670.87
1931,142270.53
1932,139259.31
1933,174262.9
1934,185557.4
1935,173924.66
1936,195549.83
1937,180689
1938,170006.57
1939,234563.17
1940,205704.87
1941,178205.4
1942,194801.35
1943,203922.56
1944,313350.25
1945,374355.76
1946,160420.97
1947,316200.9
1948,177820.8
1949,237366.87
1950,176443.2
1951,262449.4
1952,241114.37
1953,164594.2
1954,204092.9
1955,128468.35
1956,270093.62
1957,155551.93
1958,312390.46
1959,137263.51
1960,114613
1961,121843.5
1962,96365.04
1963,110914
1964,111489.71
1965,155140.38
1966,156728.3
1967,294334.74
1968,406057.69
1969,380139.08
1970,440825.74
1971,450232.26
1972,391778.72
1973,283175.18
1974,315921.83
1975,435354.32
1976,270029.76
1977,339382.64
1978,333547.99
1979,328126.63
1980,196422.52
1981,336242.6
1982,252376.47
1983,239920.68
1984,169632.52
1985,203249.5
1986,189791.05
1987,183540.59
1988,178637.1
1989,187731.98
1990,220277.25
1991,208597.54
1992,211611.03
1993,171093.26
1994,244468.39
1995,184989
1996,246518.68
1997,323846.47
1998,342440.24
1999,253791.34
2000,296291.9
2001,265383.16
2002,231799.3
2003,256318.48
2004,269148.22
2005,228311.82
2006,229406.61
2007,244714.97
2008,203596.38
2009,194944
2010,192203.47
2011,157711.77
2012,181200.05
2013,181064.25
2014,192446.5
2015,201588.69
2016,198355.15
2017,204969.36
2018,121912
2019,131939.66
2020,117976
2021,117389
2022,178050.58
2023,142964.84
2024,225528.92
2025,372211.41
2026,184186.85
2027,149846.33
2028,165601.13
2029,168380.93
2030,286125.61
2031,269568.81
2032,284726.61
2033,280304.29
2034,161463.72
2035,205043.62
2036,192672.73
2037,201735.02
2038,342432.67
2039,214381.6
2040,375030.13
2041,304289.31
2042,202051.03
2043,173229.74
2044,170053.69
2045,219919.62
2046,137502.76
2047,151013.67
2048,131013.16
2049,134927.58
2050,178747.35
2051,108296.33
2052,143235.75
2053,147555
2054,88238.89
2055,162675.4
2056,123424.14
2057,131592.25
2058,216800.36
2059,139339.18
2060,165741.24
2061,179561.29
2062,138709.75
2063,118442
2064,142344.25
2065,118855.26
2066,177504.82
2067,136358.26
2068,140890.22
2069,89927.52
2070,109212.56
2071,98481.31
2072,127197.96
2073,135907.03
2074,180280.89
2075,148043.86
2076,120681.33
2077,148104
2078,131877.33
2079,133723.83
2080,112456.9
2081,122390.16
2082,132687.21
2083,144195.87
2084,110355.33
2085,132775.34
2086,125518.26
2087,126704.6
2088,110639.33
2089,87888.51
2090,137602.25
2091,128177.95
