Id,SalePrice
1461,122829.34668575747
1462,153879.20714449123
1463,181255.77334448762
1464,201426.8919618161
1465,192365.45668464736
1466,171004.42801952854
1467,180872.50401296618
1468,162074.98947686577
1469,194310.11320416688
1470,118705.54330821727
1471,198149.09617880243
1472,101699.51862379882
1473,95891.77637713208
1474,143212.6235744104
1475,115812.47179736258
1476,362100.02151620144
1477,245029.56426747
1478,275074.3212030498
1479,281739.8465918578
1480,512956.7838344219
1481,323159.7861976496
1482,207388.34799650346
1483,177148.5048009508
1484,158908.43430914212
1485,185330.9011858864
1486,194817.213849277
1487,323799.11934054585
1488,233091.00338255643
1489,193564.37300672915
1490,235865.5802654521
1491,193988.15671594397
1492,88617.38226666812
1493,180922.87901351892
1494,278880.81343260035
1495,280310.12351696065
1496,232246.5148977809
1497,178670.78198516177
1498,165989.21481843415
1499,162401.7848917519
1500,154299.97138103604
1501,170504.9159043724
1502,146473.90697160375
1503,294065.4673379353
1504,239930.02472919825
1505,223724.12240424682
1506,189567.4594560215
1507,261172.72768621414
1508,203661.43203977647
1509,159026.5368150244
1510,142748.1480171392
1511,150731.50932591155
1512,175494.28749012685
1513,148886.79063654877
1514,156434.20196867725
1515,200106.8425204388
1516,154645.3810436746
1517,177473.35586413697
1518,130336.45885971854
1519,211725.78809358028
1520,126438.54253928534
1521,130719.37077342015
1522,177165.7111993768
1523,110491.95940716812
1524,123501.72428143144
1525,121533.89886532314
1526,112646.78629369198
1527,103466.97065309754
1528,143878.0181021142
1529,146208.86229102587
1530,194073.75226181804
1531,102396.8744717315
1532,94315.4669857388
1533,141623.99673773156
1534,127252.04024347983
1535,153059.7205982523
1536,108928.76954780408
1537,60674.62020541553
1538,146274.50023810423
1539,184435.65792609833
1540,95085.25089929928
1541,137021.92732169168
1542,138504.01475709133
1543,184885.2634267636
1544,86489.99280714354
1545,117571.62833669415
1546,130279.80449545622
1547,127033.01825804818
1548,135841.29923427623
1549,120951.71327775925
1550,129040.56523174453
1551,105782.54154274073
1552,130729.04752544906
1553,146238.03410852273
1554,118825.08914012485
1555,155714.92127650246
1556,86009.83325301539
1557,105271.46990818481
1558,102871.7315873529
1559,60605.59092518332
1560,128788.03872415375
1561,124079.73113005466
1562,130999.78642707567
1563,119698.32368666641
1564,156127.0731786907
1565,142808.48128781538
1566,234373.5941827671
1567,75765.15148128453
1568,230975.17245043023
1569,123414.05605523576
1570,141071.4848637508
1571,123334.91789960187
1572,144291.48202194468
1573,246062.42647898858
1574,120651.0054245324
1575,224295.55597625632
1576,252759.04318712823
1577,180971.76888659492
1578,143682.8843141578
1579,141847.70768152166
1580,194725.18284140207
1581,157674.6655530942
1582,122145.30564980862
1583,305374.48578350304
1584,220012.99102761107
1585,138416.9052166917
1586,70157.60895792535
1587,101673.70803293391
1588,155444.17265910655
1589,97823.86359797546
1590,135682.34138843522
1591,92711.15089159906
1592,110138.52211965885
1593,120311.6322392967
1594,128274.88987541125
1595,105925.49282450599
1596,224889.84386072966
1597,192215.12728563236
1598,222925.27897608973
1599,166085.89410815225
1600,153661.24383846743
1601,70172.86293668528
1602,116484.56326995057
1603,67642.52249889614
1604,261299.24725218295
1605,241405.1159768716
1606,167069.4105093534
1607,183715.77944165585
1608,213178.5520376153
1609,181034.904012553
1610,146682.29831992544
1611,134275.49764790238
1612,168407.0732187043
1613,167136.6889279083
1614,129363.32162284813
1615,93752.28718481708
1616,80048.91066752047
1617,96266.15510187832
1618,125164.84041254672
1619,140921.15858963144
1620,154860.84750763932
1621,139174.38963770395
1622,137822.894308809
1623,259430.26291169878
1624,213616.93982461013
1625,121471.13172947729
1626,171742.46195262368
1627,192591.41077896618
1628,288204.73910835205
1629,172151.0955066929
1630,378353.55615321465
1631,219047.64195102622
1632,239629.24825965936
1633,168602.29774083427
1634,182839.46151235182
1635,172824.52577361956
1636,152915.45639718353
1637,202907.15192400783
1638,180230.60617793468
1639,190250.37170167197
1640,262937.6423418043
1641,180878.85951505916
1642,233975.59066754943
1643,213281.5394476649
1644,232056.62407664134
1645,197346.16849238827
1646,159873.62921689346
1647,157417.67536258267
1648,129597.75072877758
1649,140248.26168235185
1650,112103.96773679407
1651,124008.68493211504
1652,100663.58856799194
1653,104240.1319511728
1654,137946.66311503903
1655,131922.62672503706
1656,134560.74766240723
1657,138945.01387054808
1658,137140.4661716287
1659,120114.82422013463
1660,156309.140102299
1661,430899.4133072361
1662,416896.0213833837
1663,373597.76467184117
1664,543440.6907418115
1665,300162.7210152691
1666,324329.0478337299
1667,389770.63648316375
1668,335486.961143977
1669,292577.8326801456
1670,336454.31153139984
1671,261877.61680989314
1672,447898.2789616068
1673,284815.7516970605
1674,235279.97447701558
1675,195095.74776957597
1676,193707.39869442937
1677,221960.1754812883
1678,486191.0843072232
1679,389802.09662943904
1680,329909.26285956934
1681,241263.3067971344
1682,309611.60650264274
1683,180754.65731687826
1684,175980.52739318722
1685,172812.8834415058
1686,165788.1826135503
1687,171125.42852921225
1688,190263.2861631662
1689,195327.24585108555
1690,196472.9130399485
1691,183804.46916447944
1692,260962.97523626988
1693,164007.6908797343
1694,181979.64441581676
1695,164020.65110268482
1696,271727.4330422287
1697,171279.25898307154
1698,341756.24727164657
1699,288481.6770901563
1700,245432.26840549015
1701,265963.9553967716
1702,240840.75947612198
1703,237394.9516867799
1704,276619.61145706975
1705,231393.7412420718
1706,453514.8214464091
1707,210774.5353548859
1708,200782.21536911608
1709,267670.3604990383
1710,218286.39212589254
1711,268510.1242753342
1712,261537.4535718187
1713,275587.45968256623
1714,221599.56090413692
1715,203077.62803361035
1716,182776.76991890155
1717,172116.42297305242
1718,137907.9269112802
1719,208297.85886241315
1720,237792.00655021812
1721,166567.71329506178
1722,129177.981751327
1723,157190.99223796563
1724,206914.4443664235
1725,237409.44070178457
1726,185917.93207141175
1727,155538.12476974993
1728,174458.87604703184
1729,164244.42882142542
1730,159158.61619776313
1731,119483.43445337695
1732,129038.60030794847
1733,113914.07796390673
1734,116130.47032232814
1735,129894.64997475341
1736,108959.4179763549
1737,325967.49356944684
1738,244510.01799301928
1739,267841.4217672165
1740,221086.05432964716
1741,194845.08813261293
1742,168414.47840331282
1743,177220.75957255502
1744,329918.89235761215
1745,217026.71337686985
1746,186543.64240383948
1747,209063.67486388423
1748,232929.10063704106
1749,139647.3201878687
1750,124984.09848786553
1751,258348.34241648522
1752,118768.12710578831
1753,150869.81273658876
1754,197210.91567040683
1755,164529.94909833028
1756,128687.29203303272
1757,121820.50235457576
1758,141890.90195087474
1759,155494.7928980664
1760,162141.05490946746
1761,148629.3685847201
1762,170532.21738606822
1763,180647.3463056621
1764,112958.94467736242
1765,175869.13652576628
1766,192514.94799079833
1767,234372.53917063988
1768,139098.6709391556
1769,173709.55366297573
1770,154203.79389607982
1771,125505.97550270481
1772,131479.12486175794
1773,125157.6946891132
1774,148542.4068308978
1775,139844.8711750719
1776,125473.1778712913
1777,105317.11569143539
1778,140258.65776081374
1779,115543.66588889818
1780,179264.51381302997
1781,124321.66881109535
1782,90471.43871412215
1783,144115.60543837928
1784,110514.8025205791
1785,122425.64851376631
1786,140186.6769545367
1787,169374.34386594128
1788,62825.7316065228
1789,97896.41265541504
1790,79539.37324188995
1791,195424.65933796344
1792,162530.1459263109
1793,131355.26765177972
1794,156825.1248835
1795,134612.6214129416
1796,126806.90439007655
1797,114705.635679856
1798,121479.75252829203
1799,112353.80225221899
1800,123768.1590970734
1801,128021.21846581028
1802,137684.30638708262
1803,148346.40749800054
1804,140570.34194876289
1805,136466.96879449778
1806,128165.15430301244
1807,133361.7416259997
1808,121131.2845059287
1809,121681.47685958834
1810,134445.69780745724
1811,90272.52111846267
1812,97026.98795445314
1813,119167.8043976384
1814,92964.1308438459
1815,57790.26508054208
1816,101734.67028864288
1817,102866.35901554799
1818,144257.35200124577
1819,127060.74850273799
1820,52394.97449470381
1821,118627.12031653943
1822,153661.04067263246
1823,42831.7095125637
1824,123743.62879063572
1825,133010.26901137858
1826,103255.2649764938
1827,98488.74550255029
1828,134020.77893366502
1829,121277.49592899354
1830,144039.51840603264
1831,142362.2193674617
1832,76188.4187597646
1833,138026.08390205403
1834,120519.7083503695
1835,118339.11652438102
1836,126620.42056754023
1837,86879.6578609999
1838,127588.07180888407
1839,107915.59023093044
1840,140390.26413504448
1841,138136.5972805506
1842,91053.12339349312
1843,128878.7171291398
1844,137365.91123769162
1845,141182.95638786026
1846,155970.84979712637
1847,159961.6885120504
1848,56913.47596189645
1849,114088.68763994366
1850,117371.60678640615
1851,154788.06755510106
